Customer Id,YearOfObservation,Insured_Period,Residential,Building_Painted,Building_Fenced,Garden,Settlement,Building Dimension,Building_Type,NumberOfWindows,Geo_Code,Claim
H17434,2012,1.0,1,V,N,O,R,100.0,Fire-resistive,1,91692,non
H18314,2013,1.0,1,V,N,O,R,6700.0,Fire-resistive,7,74010,non
H6162,2015,1.0,0,V,V,V,U,715.0,Ordinary,without,92004,non
H2595,2013,0.5,0,V,V,V,U,344.0,Non-combustible,without,83137,non
H13289,2013,1.0,0,N,V,V,U,1125.0,Non-combustible,without,26362,oui
H17523,2013,0.5,1,V,N,O,R,330.0,Non-combustible,3,38085,non
H3214,2012,1.0,0,N,V,V,U,500.0,Non-combustible,without,13203,non
H515,2013,1.0,0,V,V,V,U,475.0,Non-combustible,without,64545,non
H19769,2016,0.5,0,V,N,O,R,950.0,Non-combustible,3,83119,non
H15849,2014,1.0,0,V,N,O,R,320.0,Fire-resistive,3,7102,non
H6578,2013,1.0,0,V,N,O,R,1330.0,Fire-resistive,4,63075,oui
H19189,2014,1.0,0,V,N,O,R,843.0,Non-combustible,4,59656,oui
H15906,2016,0.5,0,V,N,O,R,3575.0,Fire-resistive,5,45155,non
H709,2012,1.0,1,V,V,V,U,675.0,Ordinary,without,94033,non
H19930,2016,0.5,0,V,N,O,R,2410.0,Fire-resistive,6,19031,non
H15683,2013,1.0,1,V,N,O,R,5200.0,Fire-resistive,5,74220,non
H16916,2012,1.0,1,V,N,O,R,6950.0,Fire-resistive,3,74087,non
H19946,2016,0.5,1,V,N,O,R,16149.0,Non-combustible,4,31069,non
H5250,2015,0.5,0,N,V,V,U,10000.0,Ordinary,without,83137,non
H2276,2013,1.0,0,V,V,V,U,3489.0,Non-combustible,without,67218,non
H3032,2016,1.0,0,V,N,O,R,800.0,Fire-resistive,4,42279,non
H18310,2013,1.0,0,V,N,O,R,4650.0,Fire-resistive,5,13001,non
H5193,2015,1.0,1,N,V,V,U,325.0,Wood-framed,without,75105,non
H14074,2015,1.0,0,N,V,V,U,885.0,Non-combustible,without,51454,non
H4045,2014,1.0,0,N,V,V,U,7223.0,Wood-framed,without,6083,non
H4958,2013,0.5,1,N,V,V,U,1135.0,Ordinary,without,92044,non
H4945,2012,1.0,1,V,N,O,R,450.0,Non-combustible,5,76540,oui
H16822,2013,0.5,1,V,N,O,R,2275.0,Wood-framed,8,75115,non
H17105,2013,1.0,0,V,N,O,R,5966.0,Non-combustible,9,13206,oui
H19932,2016,0.5,1,V,N,O,R,1764.0,Non-combustible,4,42218,non
H5476,2016,1.0,0,N,V,V,U,400.0,Ordinary,without,64445,non
H12806,2012,1.0,0,N,V,V,U,4431.0,Non-combustible,without,26198,oui
H19085,2015,0.5,0,V,N,O,R,1050.0,Fire-resistive,3,13066,non
H3665,2014,1.0,0,N,V,V,U,2240.0,Fire-resistive,without,86194,non
H4789,2015,0.5,1,N,V,V,U,2400.0,Non-combustible,without,13206,non
H18237,2016,1.0,0,V,N,O,R,1000.0,Non-combustible,2,83048,oui
H6350,2014,1.0,0,V,V,V,U,1752.0,Ordinary,without,92004,oui
H18084,2012,1.0,0,V,N,O,R,8015.0,Non-combustible,3,30133,oui
H13571,2015,1.0,0,N,V,V,U,1450.0,Ordinary,without,59599,non
H17648,2015,1.0,0,V,N,O,R,700.0,Non-combustible,3,63113,non
H18487,2013,1.0,0,V,N,O,R,630.0,Fire-resistive,4,74217,non
H4972,2013,0.5,0,V,V,V,U,1525.0,Fire-resistive,without,81004,non
H18446,2013,1.0,1,V,N,O,R,1300.0,Wood-framed,7,75117,oui
H6525,2012,1.0,0,N,V,V,U,500.0,Non-combustible,without,66136,non
H14963,2013,1.0,0,V,V,V,U,,Non-combustible,without,,non
H13931,2014,1.0,1,V,N,O,R,412.0,Wood-framed,3,6088,non
H3490,2014,1.0,0,V,N,O,R,4055.0,Non-combustible,5,63113,oui
H17388,2014,1.0,0,V,N,O,R,3143.0,Ordinary,5,59163,oui
H15145,2016,1.0,1,V,N,O,R,1250.0,Fire-resistive,6,91421,non
H13574,2014,1.0,0,N,V,V,U,1991.0,Non-combustible,without,66136,oui
H6201,2014,1.0,0,V,N,O,R,1000.0,Non-combustible,3,38169,oui
H3417,2014,0.5,0,V,V,V,U,380.0,Non-combustible,without,13208,non
H6583,2012,1.0,1,V,V,V,U,540.0,Ordinary,without,33063,non
H13874,2012,1.0,1,V,N,O,R,460.0,Non-combustible,3,34324,non
H5893,2014,1.0,0,V,N,O,R,2700.0,Non-combustible,3,63113,non
H15748,2013,1.0,1,V,N,O,R,770.0,Ordinary,6,92035,non
H17073,2016,1.0,1,V,N,O,R,600.0,Non-combustible,2,13209,non
H18205,2013,1.0,0,V,N,O,R,458.0,Fire-resistive,1,13027,non
H6193,2012,1.0,0,N,V,V,U,1500.0,Non-combustible,without,63113,non
H13191,2014,1.0,1,V,N,O,R,1932.0,Fire-resistive,4,74042,non
H6231,2013,1.0,0,V,V,V,U,2250.0,Fire-resistive,without,73317,non
H15184,2013,1.0,1,V,N,O,R,1750.0,Non-combustible,2,67180,non
H4657,2013,1.0,1,V,V,V,U,800.0,Fire-resistive,without,12174,non
H16143,2016,1.0,1,V,N,O,R,850.0,Ordinary,4,94042,non
H16409,2012,1.0,1,V,N,O,R,3640.0,Wood-framed,8,75101,oui
H16204,2013,1.0,0,V,N,O,R,6000.0,Ordinary,5,2A004,oui
H14930,2012,1.0,0,N,V,V,U,1800.0,Non-combustible,without,34108,non
H6402,2013,1.0,0,V,V,V,U,590.0,Ordinary,without,64483,oui
H376,2013,1.0,0,N,V,V,U,1120.0,Fire-resistive,without,36044,non
H16645,2013,1.0,0,V,N,O,R,400.0,Non-combustible,2,77284,non
H2205,2013,1.0,1,V,V,V,U,520.0,Fire-resistive,without,33063,non
H13489,2013,1.0,0,N,V,V,U,3800.0,Non-combustible,without,38563,non
H7234,2013,1.0,0,V,V,V,U,1180.0,Ordinary,without,93077,non
H2338,2016,1.0,0,V,V,V,U,450.0,Non-combustible,without,38544,oui
H6409,2016,0.5,0,V,N,O,R,500.0,Non-combustible,4,78402,oui
H7357,2016,1.0,1,V,N,O,R,250.0,Non-combustible,3,13205,non
H1308,2013,1.0,0,V,N,O,R,341.0,Ordinary,3,94076,non
H19601,2014,0.5,0,V,N,O,R,1858.0,Fire-resistive,5,13001,non
H3248,2016,0.5,0,V,N,O,R,1790.0,Fire-resistive,3,13039,oui
H13584,2014,1.0,0,N,V,V,U,600.0,Fire-resistive,without,13004,non
H16221,2014,0.5,0,V,N,O,R,335.0,Non-combustible,2,34172,non
H15365,2012,1.0,1,V,V,V,U,,Non-combustible,without,,non
H678,2013,1.0,1,V,V,V,U,793.0,Wood-framed,without,75117,non
H14200,2015,1.0,1,N,V,V,U,1137.0,Non-combustible,without,77243,oui
H4179,2012,1.0,0,V,V,V,U,636.0,Ordinary,without,92004,non
H17943,2012,1.0,1,V,N,O,R,870.0,Ordinary,4,67482,non
H5082,2015,1.0,0,V,N,O,R,800.0,Non-combustible,4,13201,oui
H6989,2013,1.0,1,V,N,O,R,211.0,Fire-resistive,3,73015,oui
H4713,2013,0.5,0,V,V,V,U,390.0,Fire-resistive,without,44184,non
H19600,2015,1.0,0,V,N,O,R,5325.0,Non-combustible,6,34172,non
H6090,2012,1.0,0,N,V,V,U,2400.0,Non-combustible,without,51454,oui
H14109,2012,1.0,0,N,V,V,U,1200.0,Ordinary,without,93066,non
H3347,2014,1.0,0,V,V,V,U,1000.0,Ordinary,without,67482,non
H5030,2016,0.5,1,V,N,O,R,6417.0,Non-combustible,2,64024,non
H13673,2012,1.0,0,N,V,V,U,650.0,Non-combustible,without,13201,non
H201,2014,1.0,0,V,V,V,U,720.0,Non-combustible,without,69202,non
H4517,2012,1.0,0,N,V,V,U,600.0,Non-combustible,without,62571,non
H2015,2015,0.5,0,V,N,O,R,500.0,Non-combustible,4,68142,non
H6698,2016,0.5,0,N,V,V,U,2120.0,Fire-resistive,without,73003,non
H4884,2013,1.0,0,N,V,V,U,650.0,Non-combustible,without,13201,non
H13193,2016,0.5,0,N,V,V,U,1650.0,Non-combustible,without,29151,non
H14357,2013,1.0,0,N,V,V,U,1026.0,Ordinary,without,92023,oui
H18152,2016,1.0,0,V,N,O,R,290.0,Fire-resistive,3,73116,non
H14825,2013,0.5,0,N,V,V,U,1350.0,Wood-framed,without,6083,non
H4423,2016,0.5,0,V,N,O,R,690.0,Non-combustible,4,62108,non
H5290,2012,1.0,1,V,V,V,U,,Fire-resistive,without,,non
H14043,2013,1.0,0,N,V,V,U,420.0,Non-combustible,without,77186,non
H13296,2013,1.0,0,N,V,V,U,500.0,Non-combustible,without,83112,non
H14340,2013,1.0,1,N,V,V,U,816.0,Non-combustible,without,77464,non
H16184,2016,1.0,1,V,N,O,R,700.0,Non-combustible,3,95563,non
H6245,2015,1.0,0,V,N,O,R,1020.0,Non-combustible,3,76410,non
H4796,2015,1.0,1,N,V,V,U,250.0,Wood-framed,without,6083,non
H465,2016,1.0,0,V,V,V,U,1702.0,Fire-resistive,without,87085,non
H4209,2013,0.5,0,V,V,V,U,1500.0,Non-combustible,without,62571,non
H14255,2013,1.0,0,N,V,V,U,17800.0,Non-combustible,without,25580,non
H2130,2015,1.0,0,V,N,O,R,11958.0,Non-combustible,4,26362,oui
H17341,2016,1.0,1,V,N,O,R,745.0,Wood-framed,5,75112,non
H1847,2013,1.0,0,V,N,O,R,420.0,Non-combustible,2,42218,non
H19913,2016,0.5,0,V,N,O,R,700.0,Fire-resistive,3,74245,non
H15770,2014,1.0,0,V,N,O,R,1700.0,Non-combustible,4,62261,oui
H3003,2012,0.5,1,V,V,V,U,685.0,Wood-framed,without,6088,oui
H5882,2012,1.0,0,V,N,O,R,290.0,Fire-resistive,4,74256,non
H17043,2015,1.0,1,V,N,O,R,1270.0,Ordinary,7,92026,non
H15222,2016,0.5,1,V,N,O,R,794.0,Non-combustible,2,95219,non
H15544,2012,1.0,1,V,N,O,R,405.0,Non-combustible,2,30341,non
H3545,2013,0.5,0,N,V,V,U,440.0,Non-combustible,without,30007,non
H14116,2016,1.0,0,N,V,V,U,4565.0,Wood-framed,without,6121,non
H13158,2012,1.0,0,N,V,V,U,528.0,Fire-resistive,without,13087,non
H6637,2015,0.5,1,V,V,V,U,1412.0,Ordinary,without,33063,non
H3875,2012,1.0,0,V,V,V,U,5250.0,Fire-resistive,without,87085,oui
H3928,2015,1.0,0,N,V,V,U,600.0,Non-combustible,without,78646,non
H6401,2012,1.0,0,V,V,V,U,590.0,Ordinary,without,64483,non
H15349,2012,1.0,0,V,N,O,R,5900.0,Fire-resistive,3,74094,oui
H14695,2012,1.0,0,N,V,V,U,2115.0,Fire-resistive,without,21054,non
H4215,2012,1.0,1,N,V,V,U,1000.0,Ordinary,without,92048,non
H5772,2014,1.0,0,V,V,V,U,1986.0,Fire-resistive,without,35093,non
H3976,2015,1.0,0,V,N,O,R,720.0,Non-combustible,5,63113,non
H6049,2013,1.0,0,N,V,V,U,340.0,Non-combustible,without,29019,non
H17908,2013,1.0,1,V,N,O,R,850.0,Ordinary,4,93055,non
H18096,2014,1.0,0,V,N,O,R,450.0,Fire-resistive,2,33550,non
H16228,2014,1.0,0,V,N,O,R,1260.0,Ordinary,5,64483,oui
H7192,2014,1.0,1,V,N,O,R,2200.0,Wood-framed,7,75118,oui
H589,2014,1.0,0,V,V,V,U,716.0,Non-combustible,without,13205,oui
H16708,2014,1.0,1,V,N,O,R,1350.0,Non-combustible,4,83137,non
H16994,2012,1.0,1,V,N,O,R,1356.0,Ordinary,5,94046,oui
H496,2012,1.0,0,V,N,O,R,880.0,Fire-resistive,4,21054,oui
H14262,2013,0.5,1,N,V,V,U,1241.0,Non-combustible,without,78646,non
H5771,2012,1.0,0,V,V,V,U,1986.0,Fire-resistive,without,35093,non
H13010,2012,1.0,1,N,V,V,U,1960.0,Fire-resistive,without,54483,non
H18763,2014,0.5,1,V,N,O,R,376.0,Ordinary,3,94058,non
H18803,2015,1.0,1,V,N,O,R,480.0,Ordinary,3,93055,oui
H17084,2014,1.0,0,V,N,O,R,800.0,Non-combustible,3,95018,non
H17394,2014,1.0,1,V,N,O,R,2785.0,Fire-resistive,6,91249,non
H18016,2014,1.0,1,V,N,O,R,550.0,Wood-framed,5,6012,oui
H17017,2013,0.5,1,V,N,O,R,2303.0,Fire-resistive,2,13045,non
H3779,2012,1.0,0,N,V,V,U,900.0,Ordinary,without,94068,non
H16763,2012,1.0,1,V,N,O,R,788.0,Wood-framed,7,75112,non
H17781,2013,1.0,1,V,N,O,R,15000.0,Wood-framed,7,6088,oui
H2470,2015,1.0,0,V,V,V,U,200.0,Non-combustible,without,14118,non
H16717,2014,1.0,1,V,N,O,R,1800.0,Non-combustible,6,13202,non
H15694,2014,1.0,1,V,N,O,R,1650.0,Ordinary,5,92062,oui
H13645,2013,1.0,1,N,V,V,U,3889.0,Wood-framed,without,75107,non
H2489,2013,1.0,0,V,V,V,U,1000.0,Non-combustible,without,57463,oui
H17467,2013,1.0,0,V,N,O,R,829.0,Non-combustible,4,77192,non
H17040,2016,0.5,0,V,N,O,R,150.0,Ordinary,2,33063,non
H16192,2013,1.0,0,V,N,O,R,385.0,Non-combustible,4,13206,non
H18235,2015,1.0,1,V,N,O,R,2712.0,Wood-framed,6,6083,non
H17606,2013,1.0,1,V,N,O,R,100.0,Non-combustible,4,95313,non
H3584,2012,1.0,0,N,V,V,U,1500.0,Fire-resistive,without,13047,non
H18825,2013,1.0,1,V,N,O,R,2200.0,Ordinary,6,67482,non
H13469,2013,1.0,0,N,V,V,U,2400.0,Non-combustible,without,42218,non
H16668,2013,1.0,1,V,N,O,R,900.0,Non-combustible,4,80182,non
H3108,2016,0.5,0,V,V,V,U,826.0,Wood-framed,without,6083,non
H7189,2012,1.0,1,N,V,V,U,570.0,Wood-framed,without,75116,non
H7310,2015,1.0,0,V,N,O,R,1400.0,Non-combustible,5,62826,non
H4708,2015,1.0,1,N,V,V,U,100.0,Non-combustible,without,95555,non
H14689,2013,0.5,1,N,V,V,U,4068.0,Ordinary,without,94068,oui
H15475,2014,1.0,0,V,N,O,R,5331.0,Fire-resistive,8,73179,non
H4344,2012,1.0,0,N,V,V,U,580.0,Non-combustible,without,62571,oui
H14739,2012,1.0,0,V,N,O,R,5990.0,Fire-resistive,7,42183,oui
H15061,2013,1.0,0,N,V,V,U,4000.0,Non-combustible,without,42218,oui
H13309,2012,1.0,0,N,V,V,U,306.0,Fire-resistive,without,74010,non
H5320,2016,1.0,0,N,V,V,U,200.0,Non-combustible,without,76540,non
H14521,2014,1.0,0,V,N,O,R,1206.0,Wood-framed,4,6104,non
H15234,2013,1.0,0,V,N,O,R,380.0,Non-combustible,3,62193,non
H447,2014,0.5,0,V,V,V,U,582.0,Fire-resistive,without,86194,non
H3628,2013,1.0,0,V,N,O,R,362.0,Non-combustible,3,62041,non
H6933,2013,1.0,0,N,V,V,U,2020.0,Fire-resistive,without,88075,non
H14965,2015,0.5,1,V,N,O,R,949.0,Fire-resistive,4,12202,oui
H18365,2012,0.5,0,V,N,O,R,5640.0,Fire-resistive,7,74012,non
H16887,2012,1.0,1,V,N,O,R,250.0,Fire-resistive,2,91027,non
H7350,2013,1.0,0,N,V,V,U,5785.0,Wood-framed,without,6083,oui
H4513,2014,1.0,1,V,V,V,U,1325.0,Wood-framed,without,6083,oui
H6439,2012,1.0,0,V,N,O,R,4300.0,Wood-framed,6,6083,oui
H4343,2014,1.0,0,N,V,V,U,30.0,Non-combustible,without,83038,non
H14499,2013,1.0,0,N,V,V,U,1300.0,Non-combustible,without,4112,non
H2169,2013,1.0,0,V,V,V,U,1510.0,Non-combustible,without,57463,non
H12993,2012,1.0,0,N,V,V,U,4100.0,Non-combustible,without,63113,oui
H5510,2012,1.0,0,N,V,V,U,6468.0,Non-combustible,without,13208,non
H536,2012,1.0,1,V,V,V,U,800.0,Wood-framed,without,6088,non
H5419,2014,1.0,0,V,V,V,U,2700.0,Ordinary,without,64483,non
H7244,2012,1.0,0,V,V,V,U,1290.0,Wood-framed,without,75107,non
H14157,2016,1.0,1,N,V,V,U,1000.0,Wood-framed,without,75105,oui
H17981,2016,0.5,0,V,N,O,R,3280.0,Non-combustible,7,26362,non
H3281,2016,1.0,0,V,V,V,U,5875.0,Fire-resistive,without,43157,non
H3569,2012,0.5,0,N,V,V,U,1800.0,Non-combustible,without,38931,non
H1903,2016,1.0,0,V,V,V,U,1250.0,Non-combustible,without,34324,oui
H18382,2013,1.0,0,V,V,V,U,,Fire-resistive,without,,non
H5511,2015,0.5,0,N,V,V,U,6468.0,Non-combustible,without,13208,non
H6447,2013,1.0,0,V,N,O,R,166.0,Non-combustible,3,62160,non
H18579,2013,1.0,1,V,N,O,R,1262.0,Fire-resistive,3,5061,non
H17294,2012,1.0,0,V,N,O,R,625.0,Fire-resistive,3,74180,non
H15769,2012,0.5,0,V,V,V,U,,Fire-resistive,without,,non
H15615,2015,0.5,1,V,N,O,R,300.0,Fire-resistive,3,91161,non
H15650,2013,1.0,0,V,N,O,R,15580.0,Ordinary,5,64445,oui
H16797,2016,1.0,1,V,N,O,R,2175.0,Ordinary,5,94067,non
H16696,2013,1.0,1,V,N,O,R,1320.0,Ordinary,5,94067,oui
H12720,2015,1.0,0,N,V,V,U,2490.0,Ordinary,without,93010,non
H1342,2012,1.0,0,V,V,V,U,448.0,Non-combustible,without,13207,non
H2415,2012,1.0,0,V,N,O,R,3900.0,Non-combustible,3,38547,non
H15036,2012,1.0,0,V,N,O,R,9474.0,Non-combustible,4,83118,non
H4849,2014,1.0,0,V,N,O,R,1352.0,Non-combustible,3,68224,non
H6151,2012,1.0,0,N,V,V,U,250.0,Non-combustible,without,51108,non
H14855,2014,1.0,0,N,V,V,U,480.0,Wood-framed,without,6083,non
H4230,2012,1.0,0,N,V,V,U,2321.0,Non-combustible,without,26058,non
H3316,2012,1.0,0,V,N,O,R,1050.0,Non-combustible,5,62826,non
H728,2015,1.0,0,V,N,O,R,1680.0,Wood-framed,6,6088,non
H17079,2013,1.0,1,V,N,O,R,8612.0,Ordinary,5,94081,non
H5516,2013,1.0,0,N,V,V,U,300.0,Wood-framed,without,6088,non
H14064,2013,1.0,0,V,N,O,R,3770.0,Non-combustible,5,65388,non
H14139,2012,1.0,0,N,V,V,U,8000.0,Non-combustible,without,64102,non
H6555,2015,1.0,0,V,N,O,R,1210.0,Non-combustible,5,13001,non
H1339,2012,1.0,0,V,V,V,U,920.0,Non-combustible,without,34032,non
H13056,2012,1.0,0,V,N,O,R,1090.0,Fire-resistive,4,8409,non
H12658,2013,1.0,0,N,V,V,U,689.0,Non-combustible,without,83069,non
H205,2013,1.0,1,V,V,V,U,2091.0,Wood-framed,without,75110,oui
H19480,2014,0.5,0,V,N,O,R,4400.0,Fire-resistive,4,13056,oui
H19052,2013,1.0,0,V,N,O,R,200.0,Fire-resistive,3,35238,non
H2844,2013,0.5,0,V,N,O,R,1520.0,Non-combustible,5,67268,non
H2483,2012,0.5,0,V,V,V,U,1340.0,Non-combustible,without,29232,non
H17036,2012,1.0,0,V,N,O,R,7063.0,Wood-framed,7,6029,oui
H17704,2012,1.0,0,V,N,O,R,732.0,Fire-resistive,1,74010,non
H2295,2013,1.0,1,V,V,V,U,1572.0,Wood-framed,without,6088,non
H17192,2013,0.5,1,V,N,O,R,8281.0,Non-combustible,6,95197,oui
H14977,2015,1.0,0,N,V,V,U,870.0,Fire-resistive,without,13904,non
H18707,2016,0.5,1,V,N,O,R,480.0,Non-combustible,4,13206,non
H6224,2015,1.0,0,N,V,V,U,900.0,Non-combustible,without,13205,oui
H5079,2012,1.0,0,N,V,V,U,450.0,Non-combustible,without,13207,non
H16012,2016,0.5,1,V,N,O,R,5939.0,Wood-framed,6,6083,non
H7475,2014,1.0,0,N,V,V,U,808.0,Wood-framed,without,6088,non
H17139,2012,1.0,0,V,N,O,R,431.0,Ordinary,3,94081,oui
H1401,2013,1.0,0,V,V,V,U,400.0,Non-combustible,without,21231,non
H14162,2012,1.0,0,V,N,O,R,400.0,Non-combustible,5,13202,oui
H6554,2014,1.0,0,V,N,O,R,1210.0,Non-combustible,5,13001,non
H331,2015,1.0,0,V,N,O,R,450.0,Fire-resistive,4,63075,non
H13920,2012,1.0,1,N,V,V,U,325.0,Ordinary,without,92025,non
H2561,2016,1.0,0,N,V,V,U,720.0,Non-combustible,without,13203,non
H5515,2013,0.5,1,N,V,V,U,900.0,Ordinary,without,92051,non
H13997,2013,0.5,0,N,V,V,U,5912.0,Fire-resistive,without,13103,non
H4494,2015,1.0,1,V,N,O,R,250.0,Non-combustible,2,83009,non
H6529,2013,1.0,1,V,N,O,R,700.0,Ordinary,3,33063,non
H7438,2012,1.0,0,V,V,V,U,747.0,Non-combustible,without,67447,non
H15674,2013,1.0,0,V,N,O,R,321.0,Ordinary,2,93006,non
H17151,2012,1.0,0,V,V,V,U,,Non-combustible,without,,non
H7070,2016,0.5,0,N,V,V,U,710.0,Non-combustible,without,13208,non
H19061,2016,0.5,0,V,N,O,R,500.0,Fire-resistive,4,8409,non
H1398,2016,0.5,0,V,V,V,U,760.0,Non-combustible,without,21231,non
H17330,2013,1.0,1,V,N,O,R,1320.0,Non-combustible,3,64122,oui
H15152,2012,1.0,0,V,N,O,R,1400.0,Fire-resistive,5,16015,oui
H14619,2016,0.5,1,N,N,O,R,715.0,Ordinary,5,94068,oui
H16782,2014,1.0,0,V,N,O,R,1815.0,Non-combustible,4,76540,non
H19422,2014,1.0,0,V,N,O,R,7500.0,Non-combustible,8,38563,oui
H16605,2012,1.0,1,V,V,V,U,,Ordinary,without,,non
H3788,2016,1.0,0,V,V,V,U,1300.0,Non-combustible,without,21231,non
H13989,2016,1.0,0,N,V,V,U,910.0,Non-combustible,without,63113,non
H16744,2014,1.0,1,V,N,O,R,480.0,Ordinary,3,94071,non
H15524,2016,1.0,1,V,N,O,R,6053.0,Non-combustible,3,31506,non
H16052,2015,1.0,1,V,N,O,R,1692.0,Ordinary,5,93032,non
H5356,2014,0.5,1,V,V,V,U,662.0,Ordinary,without,92004,oui
H18398,2013,1.0,0,V,N,O,R,6600.0,Non-combustible,4,78423,oui
H15211,2014,0.5,1,V,N,O,R,1000.0,Wood-framed,3,6088,non
H15722,2015,1.0,0,V,N,O,R,250.0,Fire-resistive,3,91174,oui
H412,2012,1.0,0,V,V,V,U,600.0,Non-combustible,without,11262,non
H2963,2016,0.5,0,V,N,O,R,1248.0,Wood-framed,5,6088,oui
H15173,2015,1.0,0,N,V,V,U,600.0,Non-combustible,without,24037,non
H2657,2016,0.5,1,V,V,V,U,1130.0,Non-combustible,without,51454,non
H19659,2015,0.5,0,V,N,O,R,266.0,Non-combustible,2,30133,non
H3985,2015,1.0,0,V,N,O,R,952.0,Wood-framed,6,6088,non
H3957,2016,0.5,0,V,N,O,R,1120.0,Fire-resistive,4,43157,non
H14570,2015,1.0,1,N,V,V,U,1036.0,Ordinary,without,94068,non
H17382,2013,1.0,0,V,N,O,R,440.0,Non-combustible,4,13203,non
H13822,2014,1.0,1,N,V,V,U,3040.0,Ordinary,without,92064,oui
H2718,2012,1.0,0,V,V,V,U,1860.0,Non-combustible,without,59043,non
H6674,2014,1.0,0,V,V,V,U,1200.0,Non-combustible,without,34032,non
H4602,2014,0.5,1,N,V,V,U,1820.0,Wood-framed,without,75114,non
H19615,2016,0.5,0,V,N,O,R,367.0,Wood-framed,4,6044,non
H6277,2014,1.0,0,N,V,V,U,1520.0,Fire-resistive,without,54043,non
H18902,2012,0.5,0,V,N,O,R,2060.0,Ordinary,5,64445,non
H17684,2015,1.0,0,V,N,O,R,150.0,Non-combustible,2,13205,non
H14846,2013,0.5,0,N,V,V,U,500.0,Non-combustible,without,13201,non
H6840,2012,1.0,0,V,V,V,U,1200.0,Fire-resistive,without,71270,non
H6087,2013,1.0,0,V,N,O,R,1485.0,Ordinary,5,64445,non
H4067,2012,1.0,0,V,V,V,U,1550.0,Fire-resistive,without,91174,non
H2639,2016,0.5,0,V,V,V,U,1700.0,Fire-resistive,without,5177,non
H3716,2016,0.5,0,V,N,O,R,3390.0,Non-combustible,6,26281,non
H13513,2012,1.0,1,N,V,V,U,500.0,Non-combustible,without,78638,non
H19354,2014,1.0,0,V,N,O,R,6658.0,Non-combustible,7,95428,oui
H248,2012,0.5,0,V,V,V,U,10000.0,Non-combustible,without,38931,oui
H5757,2014,1.0,0,V,V,V,U,1000.0,Non-combustible,without,38559,oui
H15590,2016,0.5,0,V,N,O,R,2880.0,Wood-framed,8,6083,oui
H15212,2013,1.0,0,V,N,O,R,11760.0,Ordinary,3,92063,oui
H17667,2012,1.0,1,V,N,O,R,410.0,Non-combustible,3,78311,non
H12661,2015,1.0,0,N,V,V,U,5312.0,Non-combustible,without,66171,non
H6524,2014,1.0,0,V,N,O,R,2800.0,Fire-resistive,5,13063,oui
H18058,2012,1.0,1,V,N,O,R,1096.0,Wood-framed,6,75117,non
H14211,2015,1.0,0,N,V,V,U,500.0,Non-combustible,without,31555,non
H3921,2012,1.0,0,V,V,V,U,330.0,Fire-resistive,without,91174,non
H18667,2012,0.5,1,V,N,O,R,2000.0,Non-combustible,4,77243,non
H4934,2015,0.5,0,N,V,V,U,1000.0,Ordinary,without,64445,non
H4650,2012,1.0,0,V,N,O,R,6851.0,Non-combustible,3,63113,oui
H14,2012,1.0,0,V,V,V,U,500.0,Non-combustible,without,13204,non
H13590,2016,0.5,0,N,V,V,U,600.0,Non-combustible,without,64122,non
H18529,2012,0.5,1,V,N,O,R,9449.0,Ordinary,8,92012,non
H19510,2015,1.0,0,V,N,O,R,450.0,Non-combustible,5,13205,non
H4127,2013,0.5,0,N,V,V,U,320.0,Fire-resistive,without,91174,non
H15874,2014,1.0,0,V,N,O,R,900.0,Wood-framed,3,6120,non
H1548,2015,1.0,1,N,V,V,U,430.0,Fire-resistive,without,36044,non
H4959,2012,1.0,1,V,V,V,U,746.0,Non-combustible,without,51454,non
H18969,2016,0.5,1,V,N,O,R,1200.0,Wood-framed,6,75118,non
H6230,2012,1.0,0,V,V,V,U,2250.0,Fire-resistive,without,73317,non
H2563,2013,0.5,0,V,V,V,U,867.0,Non-combustible,without,29233,non
H2739,2015,1.0,0,V,N,O,R,522.0,Non-combustible,2,13211,non
H14453,2012,1.0,0,N,V,V,U,1250.0,Non-combustible,without,38511,non
H15166,2013,1.0,0,V,V,O,R,1500.0,Non-combustible,>=10,62826,oui
H16908,2016,0.5,0,V,N,O,R,1285.0,Non-combustible,4,34003,non
H6301,2014,1.0,0,V,N,O,R,3720.0,Non-combustible,5,30133,oui
H18830,2012,0.5,0,V,N,O,R,1100.0,Non-combustible,7,64122,non
H15839,2015,1.0,0,V,N,O,R,1320.0,Wood-framed,3,6104,non
H2363,2013,1.0,0,V,V,V,U,1016.0,Fire-resistive,without,73006,non
H15055,2014,1.0,1,V,N,O,R,1780.0,Fire-resistive,4,13100,non
H6079,2015,1.0,0,N,V,V,U,500.0,Non-combustible,without,34032,non
H16789,2014,1.0,0,V,N,O,R,499.0,Non-combustible,4,13206,oui
H14860,2013,1.0,1,N,V,V,U,1100.0,Ordinary,without,94068,non
H19950,2016,0.5,1,V,N,O,R,300.0,Wood-framed,3,6083,non
H17812,2012,1.0,0,V,N,O,R,1800.0,Ordinary,4,59512,non
H17876,2015,1.0,0,V,N,O,R,740.0,Wood-framed,4,6029,non
H5945,2012,0.5,0,V,V,V,U,,Non-combustible,without,95582,non
H3143,2012,1.0,0,V,N,O,R,750.0,Fire-resistive,3,74133,non
H17833,2012,1.0,0,V,N,O,R,750.0,Fire-resistive,4,86194,oui
H7038,2016,0.5,0,N,V,V,U,1876.0,Ordinary,without,83137,non
